,slr,HAT,LAT,elevation
2020-01-01,-0.11790216675246219,0.41609783324753785,-0.3439021667524622,-0.11790216675246219
2020-02-01,-0.07545819953406169,0.45854180046593834,-0.3014581995340617,0.0595432
2020-03-01,-0.0367365285291372,0.4972634714708628,-0.2627365285291372,0.123726
2020-04-01,0.0367243591745953,0.5707243591745953,-0.1892756408254047,0.0152058
2020-05-01,0.0801694284146545,0.6141694284146545,-0.14583057158534551,0.180952
2020-06-01,0.1614861940951959,0.695486194095196,-0.0645138059048041,0.352229
2020-07-01,0.18844713551234687,0.722447135512347,-0.03755286448765313,0.272782
2020-08-01,0.23554073562818922,0.7695407356281893,0.009540735628189217,0.335186
2020-09-01,0.2175228266892487,0.7515228266892487,-0.008477173310751318,0.132262
2020-10-01,0.18199783569823458,0.7159978356982346,-0.04400216430176543,0.0767876
2020-11-01,0.0991027504662946,0.6331027504662946,-0.1268972495337054,-0.111745
2020-12-01,0.0392131903524114,0.5732131903524115,-0.1867868096475886,-0.133481
2021-01-01,-0.048169416387825695,0.48583058361217435,-0.2741694163878257,-0.35236
2021-02-01,-0.08881818376021651,0.44518181623978353,-0.31481818376021653,-0.207669
2021-03-01,0.013216297204367108,0.5472162972043672,-0.2127837027956329,-0.133232
2021-04-01,0.024179076839550298,0.5581790768395504,-0.2018209231604497,-0.24208
2021-05-01,0.05490649139945461,0.5889064913994546,-0.1710935086005454,-0.131512
2021-06-01,0.0640492158999687,0.5980492158999687,-0.1619507841000313,0.228919
2021-07-01,0.057602492475893996,0.591602492475894,-0.168397507524106,0.109793
2021-08-01,0.055986765038927105,0.5899867650389271,-0.1700132349610729,0.208544
2021-09-01,0.0890503901746112,0.6230503901746112,-0.1369496098253888,0.381837
2021-10-01,0.09072252083801971,0.6247225208380197,-0.1352774791619803,0.215101
2021-11-01,0.1227968895582157,0.6567968895582157,-0.1032031104417843,0.122886
2021-12-01,0.1079336865212431,0.6419336865212432,-0.1180663134787569,-0.0857011
2022-01-01,0.1212359923525848,0.6552359923525848,-0.10476400764741521,-0.313198
2022-02-01,0.0637976783269231,0.5977976783269231,-0.1622023216730769,-0.503832
2022-03-01,0.1453652861339934,0.6793652861339934,-0.0806347138660066,-0.205858
2022-04-01,0.1491433438969414,0.6831433438969414,-0.07685665610305861,-0.159794
2022-05-01,0.1830791971873284,0.7170791971873285,-0.042920802812671605,0.129338
2022-06-01,0.1691110309280081,0.7031110309280082,-0.056888969071991896,0.0902394
2022-07-01,0.15899144203645638,0.6929914420364565,-0.06700855796354363,0.0711383
2022-08-01,0.1036927050289371,0.6376927050289372,-0.12230729497106291,0.123423
2022-09-01,0.021768501843459104,0.5557685018434592,-0.2042314981565409,0.0168072
2022-10-01,-0.037826955556615485,0.49617304444338456,-0.2638269555566155,0.0405426
2022-11-01,-0.067866645486885,0.46613335451311505,-0.293866645486885,0.130238
2022-12-01,-0.062326685562510406,0.4716733144374896,-0.2883266855625104,-0.0124846
2023-01-01,0.022697938170034,0.556697938170034,-0.20330206182996602,-0.088401
2023-02-01,0.0790678125691193,0.6130678125691194,-0.1469321874308807,-0.103097
2023-03-01,0.0613469160206665,0.5953469160206666,-0.1646530839793335,0.0925205
2023-04-01,0.1424895054110742,0.6764895054110742,-0.08351049458892582,0.504763
2023-05-01,0.1848097652037041,0.7188097652037041,-0.04119023479629591,0.0114051
2023-06-01,0.2321301013561263,0.7661301013561264,0.006130101356126294,0.175954
2023-07-01,0.2486156665460827,0.7826156665460827,0.022615666546082686,0.417025
2023-08-01,0.2770552199490184,0.8110552199490184,0.05105521994901838,0.0624322
2023-09-01,0.1907260027034758,0.7247260027034759,-0.035273997296524195,0.011076
2023-10-01,0.1045032658025201,0.6385032658025201,-0.1214967341974799,-0.117158
2023-11-01,-0.023637779339687,0.510362220660313,-0.249637779339687,0.0133734
2023-12-01,-0.0659201816054911,0.46807981839450896,-0.2919201816054911,-0.347112
2024-01-01,-0.09791734665321371,0.4360826533467863,-0.3239173466532137,-0.272339
2024-02-01,-0.065030568221206,0.468969431778794,-0.291030568221206,-0.420624
2024-03-01,-0.013945873898077998,0.520054126101922,-0.239945873898078,-0.279071
2024-04-01,0.0385431779414563,0.5725431779414564,-0.1874568220585437,0.0161907
2024-05-01,0.0681085281238628,0.6021085281238628,-0.15789147187613722,0.0891764
2024-06-01,0.1288287986744114,0.6628287986744115,-0.0971712013255886,0.19677
2024-07-01,0.1558290430020538,0.6898290430020538,-0.0701709569979462,0.362257
2024-08-01,0.2270277173795024,0.7610277173795024,0.0010277173795023853,0.304775
2024-09-01,0.24001977781122902,0.774019777811229,0.014019777811229012,0.203878
2024-10-01,0.2129114793440443,0.7469114793440443,-0.013088520655955699,0.261461
2024-11-01,0.1434272853911694,0.6774272853911694,-0.08257271460883062,0.199087
2024-12-01,0.08686972680029499,0.6208697268002951,-0.139130273199705,-0.0741873
2025-01-01,0.008790294875525295,0.5427902948755253,-0.2172097051244747,-0.275013
2025-02-01,-0.0365649467133638,0.49743505328663623,-0.26256494671336383,-0.167937
2025-03-01,0.081083470117606,0.615083470117606,-0.144916529882394,0.188108
2025-04-01,0.06820117601967529,0.6022011760196753,-0.15779882398032472,-0.0928716
2025-05-01,0.08384122872212149,0.6178412287221215,-0.14215877127787852,-0.137277
2025-06-01,0.0673256222560481,0.6013256222560481,-0.1586743777439519,0.0489087
2025-07-01,0.0576852010384548,0.5916852010384548,-0.16831479896154522,0.126385
2025-08-01,0.04737562440152519,0.5813756244015252,-0.17862437559847483,0.244954
2025-09-01,0.0701620724335536,0.6041620724335537,-0.1558379275664464,0.342613
2025-10-01,0.0629989209610343,0.5969989209610344,-0.1630010790389657,0.122137
2025-11-01,0.09426611031410191,0.628266110314102,-0.1317338896858981,0.127463
2025-12-01,0.09018716442290049,0.6241871644229006,-0.1358128355770995,-0.0576271
2026-01-01,0.14093414135747712,0.6749341413574772,-0.08506585864252289,-0.170459
2026-02-01,0.1206213564681475,0.6546213564681476,-0.1053786435318525,-0.308114
2026-03-01,0.1753647325932226,0.7093647325932226,-0.0506352674067774,-0.013287
2026-04-01,0.1926006663810175,0.7266006663810175,-0.03339933361898251,0.153668
2026-05-01,0.2174238390449763,0.7514238390449763,-0.008576160955023698,0.179652
2026-06-01,0.202671515075013,0.736671515075013,-0.023328484924987014,0.00817696
2026-07-01,0.197536803628356,0.731536803628356,-0.028463196371644017,-0.0332548
2026-08-01,0.1462033659238065,0.6802033659238065,-0.0797966340761935,0.241631
2026-09-01,0.05679165301885861,0.5907916530188586,-0.1692083469811414,0.204664
2026-10-01,-0.01179903787778469,0.5222009621222153,-0.2377990378777847,0.373344
2026-11-01,-0.07222653264715911,0.4617734673528409,-0.29822653264715915,0.115924
2026-12-01,-0.07694806281815589,0.4570519371818441,-0.3029480628181559,-0.153757
2027-01-01,0.0014827311040294944,0.5354827311040296,-0.2245172688959705,0.220343
2027-02-01,0.07369166993621229,0.6076916699362123,-0.15230833006378772,-0.110257
2027-03-01,0.045172340117281495,0.5791723401172815,-0.1808276598827185,0.0768793
2027-04-01,0.129022918224447,0.663022918224447,-0.096977081775553,0.254601
2027-05-01,0.1666390755784778,0.7006390755784778,-0.059360924421522215,0.0979619
2027-06-01,0.2265528680039703,0.7605528680039704,0.0005528680039702805,0.228972
2027-07-01,0.250351716859457,0.784351716859457,0.024351716859457,0.0608545
2027-08-01,0.30455212095735207,0.8385521209573521,0.07855212095735206,0.499904
2027-09-01,0.2463069541265952,0.7803069541265952,0.020306954126595195,0.313575
2027-10-01,0.1673647996861426,0.7013647996861426,-0.05863520031385741,-0.101503
2027-11-01,0.032595745537090395,0.5665957455370905,-0.1934042544629096,0.0650716
2027-12-01,-0.015497319502653109,0.5185026804973469,-0.24149731950265313,-0.0600171
2028-01-01,-0.06157557370650679,0.47242442629349324,-0.28757557370650677,0.418091
2028-02-01,-0.051495427967499785,0.48250457203250025,-0.2774954279674998,-0.389847
2028-03-01,0.000619842544195906,0.5346198425441959,-0.2253801574558041,-0.171268
2028-04-01,0.036411353492635495,0.5704113534926355,-0.1895886465073645,0.488546
2028-05-01,0.0607760665370048,0.5947760665370049,-0.16522393346299521,-0.0543814
2028-06-01,0.1114823612732025,0.6454823612732026,-0.1145176387267975,0.186516
2028-07-01,0.1437790221459303,0.6777790221459303,-0.0822209778540697,0.415402
2028-08-01,0.224989263902453,0.758989263902453,-0.0010107360975470103,0.192734
2028-09-01,0.2516760050234065,0.7856760050234065,0.025676005023406473,0.219064
2028-10-01,0.2310965332625411,0.7650965332625411,0.005096533262541086,0.0811199
2028-11-01,0.18574623235104643,0.7197462323510464,-0.04025376764895358,-0.0669621
2028-12-01,0.13835443869430242,0.6723544386943024,-0.08764556130569759,-0.0918143
2029-01-01,0.07051384520548051,0.6045138452054806,-0.1554861547945195,-0.268029
2029-02-01,0.011207782230624005,0.545207782230624,-0.21479221776937601,-0.290863
2029-03-01,0.13094919959260098,0.664949199592601,-0.09505080040739902,-0.0882325
2029-04-01,0.0976835624951447,0.6316835624951447,-0.1283164375048553,-0.198258
2029-05-01,0.1082573362994317,0.6422573362994317,-0.11774266370056831,-0.0227761
2029-06-01,0.0866204897478878,0.6206204897478879,-0.1393795102521122,0.0301477
2029-07-01,0.0849989440573807,0.6189989440573808,-0.1410010559426193,0.013947
2029-08-01,0.0642035605619625,0.5982035605619626,-0.1617964394380375,0.20342
2029-09-01,0.0643718436015521,0.5983718436015522,-0.1616281563984479,0.201941
2029-10-01,0.0483240490248128,0.5823240490248128,-0.1776759509751872,0.100796
2029-11-01,0.0716956306343208,0.6056956306343209,-0.1543043693656792,0.0293608
2029-12-01,0.0721241951357364,0.6061241951357365,-0.1538758048642636,0.112121
2030-01-01,0.15137750737455,0.68537750737455,-0.07462249262545001,-0.013407
2030-02-01,0.16081167613631908,0.6948116761363191,-0.06518832386368092,-0.167025
2030-03-01,0.1885513288858775,0.7225513288858776,-0.037448671114122506,-0.161471
2030-04-01,0.2149991543727075,0.7489991543727075,-0.011000845627292505,0.132729
2030-05-01,0.2413468552142359,0.775346855214236,0.0153468552142359,0.250656
2030-06-01,0.2384898629490158,0.7724898629490158,0.0124898629490158,0.0671898
2030-07-01,0.2391236494446345,0.7731236494446345,0.013123649444634483,0.0848411
2030-08-01,0.196635766275047,0.730635766275047,-0.029364233724953004,0.33956
2030-09-01,0.1081908100325541,0.6421908100325542,-0.11780918996744591,0.0222161
2030-10-01,0.0300976485414398,0.5640976485414398,-0.19590235145856022,-0.029936
2030-11-01,-0.0636518981156533,0.4703481018843467,-0.2896518981156533,0.584519
2030-12-01,-0.0800212441741428,0.4539787558258572,-0.3060212441741428,-0.157467
2031-01-01,-0.016640320794665098,0.517359679205335,-0.2426403207946651,0.294894
2031-02-01,0.05763145559751899,0.5916314555975191,-0.168368544402481,0.260922
2031-03-01,0.027643492327319108,0.5616434923273191,-0.1983565076726809,-0.114783
2031-04-01,0.11464346243611451,0.6486434624361146,-0.1113565375638855,0.0396044
2031-05-01,0.1560231508688251,0.6900231508688252,-0.06997684913117491,0.129353
2031-06-01,0.2215095011884938,0.7555095011884938,-0.004490498811506205,0.418802
2031-07-01,0.2480497507970281,0.7820497507970281,0.02204975079702809,0.300693
2031-08-01,0.3214018970996285,0.8554018970996285,0.09540189709962851,0.411809
2031-09-01,0.2921713013632738,0.8261713013632739,0.06617130136327379,0.343573
2031-10-01,0.2223402607943079,0.7563402607943079,-0.0036597392056920974,0.00259373
2031-11-01,0.0935002931283875,0.6275002931283875,-0.1324997068716125,0.0727114
2031-12-01,0.0393358255690968,0.5733358255690968,-0.18666417443090322,-0.204424
2032-01-01,-0.027044820226340804,0.5069551797736592,-0.2530448202263408,-0.324594
2032-02-01,-0.0388254359288053,0.49517456407119476,-0.2648254359288053,-0.0474581
2032-03-01,0.014194806284739792,0.5481948062847398,-0.21180519371526021,-0.00155552
2032-04-01,0.0451538161989543,0.5791538161989543,-0.18084618380104572,0.282883
2032-05-01,0.07336330618865008,0.6073633061886501,-0.15263669381134992,0.0848734
2032-06-01,0.1181728003412924,0.6521728003412924,-0.1078271996587076,0.315954
2032-07-01,0.1473300120607559,0.6813300120607559,-0.0786699879392441,0.22394
2032-08-01,0.2152410891156969,0.7492410891156969,-0.010758910884303113,0.263906
2032-09-01,0.2501521468976583,0.7841521468976583,0.024152146897658294,0.130709
2032-10-01,0.2385209312096683,0.7725209312096684,0.012520931209668296,0.43582
2032-11-01,0.21800736077899868,0.7520073607789988,-0.007992639221001324,0.114393
2032-12-01,0.1771621214942447,0.7111621214942447,-0.0488378785057553,0.0997979
2033-01-01,0.12310926069158079,0.6571092606915808,-0.10289073930841922,-0.0390041
2033-02-01,0.0522698380308208,0.5862698380308209,-0.1737301619691792,0.348784
2033-03-01,0.16742940633014292,0.701429406330143,-0.05857059366985709,-0.15993
2033-04-01,0.1322457599748752,0.6662457599748752,-0.09375424002512481,-0.0975965
2033-05-01,0.1515941638940353,0.6855941638940353,-0.07440583610596471,-0.0817234
